id,masculine,see_as_masculine,society_pressure_is_bad,first_move,try_pay_date,state,white,age_range,kids,straight
410,4,3,Yes,Yes,4,Michigan,yes,4,no,yes
411,5,4,Yes,No,5,Florida,yes,4,no,yes
412,4,4,Yes,Yes,5,California,yes,4,no,yes
413,5,2,Yes,No,5,California,yes,4,no,yes
414,4,5,Yes,Yes,4,Florida,yes,3,no,yes
415,4,3,Yes,Yes,5,Idaho,yes,3,no,yes
416,5,2,Yes,No,5,New Mexico,yes,3,no,yes
417,5,2,No,No,5,California,yes,4,no,yes
418,4,3,Yes,Yes,5,Oklahoma,yes,3,no,no
419,5,2,Yes,No,5,Texas,no,4,no,yes
420,5,5,Yes,Yes,5,Pennsylvania,yes,3,no,yes
421,4,3,Yes,Yes,5,Pennsylvania,yes,4,no,yes
422,4,3,Yes,Yes,5,Florida,yes,4,no,yes
423,4,4,No,Yes,5,Virginia,no,3,yes,yes
424,4,4,Yes,Yes,3,Illinois,yes,3,no,yes
425,3,2,Yes,NA,NA,New York,yes,4,no,yes
426,4,4,Yes,Yes,4,New Jersey,yes,4,no,yes
427,3,3,Yes,No,2,California,yes,4,no,yes
428,4,5,No,Yes,5,California,yes,4,yes,yes
429,5,3,Yes,Yes,5,Washington,no,3,no,yes
430,4,4,No,No,3,Georgia,no,3,no,yes
431,5,3,Yes,Yes,5,Texas,yes,3,yes,yes
432,4,3,Yes,No,NA,Oregon,yes,4,yes,yes
433,5,5,No,Yes,5,Illinois,yes,4,no,yes
434,4,4,No,Yes,5,North Carolina,yes,2,yes,no
435,4,4,Yes,Yes,4,Washington,no,4,no,yes
436,4,4,No,No,4,California,no,4,no,yes
437,5,3,No,No,5,Hawaii,yes,2,yes,yes
438,4,4,Yes,Yes,5,West Virginia,yes,3,no,yes
439,4,4,No,NA,NA,Virginia,yes,4,no,yes
440,4,3,Yes,No,3,California,yes,4,yes,no
441,5,4,Yes,Yes,4,Massachusetts,yes,3,no,yes
442,5,4,Yes,Yes,4,Pennsylvania,yes,3,no,yes
443,5,3,Yes,No,3,Virginia,yes,3,yes,yes
444,4,4,Yes,No,1,Pennsylvania,no,3,no,no
445,5,3,Yes,Yes,5,California,yes,4,no,yes
446,4,4,Yes,Yes,4,Ohio,yes,3,no,yes
447,5,3,Yes,Yes,4,California,yes,4,no,NA
448,5,4,Yes,Yes,5,Georgia,yes,4,no,yes
449,4,4,No,Yes,5,Hawaii,yes,3,yes,yes
450,4,4,No,No,5,Michigan,yes,3,no,yes
451,4,4,Yes,No,2,Michigan,no,3,yes,yes
452,4,3,Yes,Yes,4,Oregon,yes,3,yes,no
453,4,2,Yes,Yes,5,Wyoming,yes,4,no,yes
454,4,4,Yes,Yes,4,New Hampshire,yes,4,no,yes
455,3,3,Yes,No,3,South Carolina,yes,3,no,yes
456,4,4,Yes,Yes,5,Florida,yes,4,no,yes
457,4,2,Yes,No,3,Oklahoma,yes,3,yes,no
458,5,5,Yes,Yes,5,Wisconsin,yes,4,no,yes
459,4,5,No,Yes,5,Washington,no,2,yes,yes
460,4,3,No,Yes,5,Massachusetts,yes,3,no,yes
461,4,4,No,Yes,5,Wisconsin,yes,3,no,yes
462,4,2,Yes,No,4,Illinois,yes,4,no,yes
463,4,4,No,Yes,4,Wisconsin,yes,3,no,yes
464,4,4,Yes,No,4,Illinois,yes,3,yes,no
465,4,5,Yes,Yes,4,Kentucky,yes,3,no,yes
466,4,5,No,Yes,5,Pennsylvania,yes,3,yes,yes
467,5,3,No,No,4,Pennsylvania,yes,3,no,yes
468,5,3,Yes,No,5,Massachusetts,yes,4,no,yes
469,4,3,No,Yes,4,Texas,no,3,no,yes
470,5,2,No,No,5,Wisconsin,yes,3,no,yes
471,5,5,No,Yes,5,New York,yes,3,no,yes
472,5,2,Yes,Yes,NA,Alabama,yes,4,no,yes
473,3,3,Yes,No,5,New York,yes,3,yes,yes
474,4,4,No,Yes,5,Nebraska,yes,3,no,yes
475,4,4,Yes,Yes,4,Pennsylvania,yes,3,yes,yes
476,5,3,No,Yes,5,New York,yes,4,no,yes
477,5,3,No,Yes,5,California,yes,4,yes,yes
478,4,4,No,Yes,2,Pennsylvania,no,4,yes,yes
479,4,4,No,No,4,California,yes,4,yes,no
480,4,3,Yes,Yes,4,Massachusetts,yes,4,no,yes
481,5,3,Yes,Yes,5,Maryland,yes,4,no,yes
482,5,4,Yes,No,4,New Mexico,yes,3,no,yes
483,5,4,No,No,3,New Mexico,yes,3,no,yes
484,4,3,Yes,Yes,4,New York,yes,4,no,yes
485,4,3,No,No,4,Maine,yes,4,no,yes
486,5,5,Yes,Yes,3,Washington,yes,4,no,yes
487,5,4,No,Yes,5,North Carolina,yes,3,no,yes
488,5,4,No,Yes,4,Texas,yes,4,no,yes
489,5,5,No,Yes,5,Massachusetts,yes,4,yes,yes
490,4,5,No,Yes,4,Illinois,yes,3,no,yes
491,4,3,Yes,Yes,4,Utah,yes,3,yes,yes
492,3,3,Yes,Yes,4,Idaho,yes,4,no,no
493,4,3,Yes,Yes,5,New Jersey,yes,4,no,yes
494,5,4,Yes,Yes,4,New York,no,3,yes,yes
495,5,4,No,No,5,Georgia,yes,3,no,yes
496,5,4,No,Yes,4,Texas,yes,4,yes,yes
497,5,2,No,No,5,California,yes,4,no,yes
498,4,3,No,No,5,Texas,no,4,no,yes
499,4,4,Yes,Yes,3,Oregon,yes,4,yes,yes
500,3,5,Yes,Yes,4,Oklahoma,yes,3,yes,no
501,4,4,Yes,Yes,4,New York,yes,3,no,yes
502,5,4,No,Yes,5,Missouri,yes,4,no,yes
503,4,4,Yes,Yes,5,Illinois,yes,3,no,yes
504,4,3,Yes,No,1,Texas,yes,4,no,yes
505,5,5,No,Yes,5,Illinois,yes,4,no,yes
506,4,3,Yes,Yes,5,California,yes,3,yes,yes
507,5,5,No,No,5,Texas,yes,3,no,yes
508,3,2,No,No,2,Nevada,yes,4,yes,yes
509,5,4,No,Yes,5,Indiana,yes,4,no,yes
510,4,3,Yes,No,3,California,yes,4,no,yes
511,3,3,Yes,No,5,Maine,yes,4,yes,yes
512,4,4,Yes,Yes,5,California,no,3,no,yes
513,3,2,No,Yes,4,California,yes,4,no,yes
514,4,3,Yes,No,3,New Jersey,yes,4,yes,no
515,5,2,Yes,No,5,Texas,yes,3,yes,no
516,4,4,Yes,Yes,5,California,no,3,no,yes
517,4,4,NA,Yes,4,Wisconsin,yes,4,no,yes
518,5,5,Yes,Yes,5,Maryland,yes,4,no,yes
519,4,3,Yes,Yes,5,Texas,yes,4,no,yes
520,5,3,Yes,No,3,Kansas,yes,3,no,yes
521,4,2,Yes,Yes,5,Wisconsin,yes,4,no,yes
522,5,4,No,Yes,4,Florida,yes,3,no,yes
523,4,4,Yes,Yes,5,Virginia,yes,4,no,yes
524,5,4,No,No,1,Massachusetts,yes,4,yes,yes
525,5,5,No,No,5,Oklahoma,yes,4,no,yes
526,4,3,No,Yes,4,Oregon,yes,4,no,yes
527,5,3,Yes,No,5,Wisconsin,yes,4,no,yes
528,4,2,No,No,5,Connecticut,yes,4,no,yes
529,4,3,Yes,No,5,Florida,yes,4,no,yes
530,4,3,Yes,No,1,Pennsylvania,yes,4,no,yes
531,NA,2,No,No,1,Georgia,yes,4,no,yes
532,5,5,No,Yes,4,Connecticut,yes,3,no,yes
533,5,2,Yes,No,2,California,yes,3,no,yes
534,5,5,Yes,Yes,5,New Jersey,yes,2,yes,yes
535,5,3,No,Yes,4,Texas,yes,4,yes,yes
536,5,5,Yes,Yes,5,California,yes,4,yes,yes
537,4,3,No,Yes,4,California,yes,4,yes,yes
538,4,3,No,Yes,4,Florida,yes,3,no,yes
539,4,4,No,No,NA,Minnesota,yes,4,no,yes
540,5,4,No,Yes,5,Texas,yes,4,yes,yes
541,4,4,Yes,No,5,Massachusetts,yes,4,no,yes
542,4,3,Yes,Yes,5,Oregon,yes,3,no,yes
543,5,4,Yes,No,5,Alabama,yes,4,yes,yes
544,5,4,No,No,1,Minnesota,yes,4,yes,yes
545,4,3,No,Yes,5,Texas,yes,4,no,yes
546,5,3,No,Yes,5,Georgia,yes,4,no,yes
547,3,3,No,Yes,4,California,yes,4,no,yes
548,4,3,Yes,Yes,5,New Hampshire,yes,4,no,yes
549,5,2,No,No,1,New York,yes,4,no,yes
550,4,3,Yes,No,3,California,yes,4,yes,no
551,5,3,No,No,5,California,yes,4,no,yes
552,4,4,Yes,No,NA,Illinois,yes,3,no,yes
553,4,4,Yes,Yes,5,California,yes,4,no,yes
554,4,3,No,No,5,California,yes,4,no,yes
555,4,3,No,NA,NA,Texas,yes,4,no,yes
556,3,3,Yes,Yes,4,California,yes,4,no,yes
557,5,4,No,No,5,Florida,yes,4,no,yes
558,5,4,No,No,5,North Carolina,yes,3,yes,yes
559,4,4,Yes,Yes,5,New York,yes,4,no,yes
560,4,4,Yes,Yes,4,Iowa,yes,3,yes,yes
561,4,3,Yes,No,3,Pennsylvania,yes,4,no,yes
562,4,3,Yes,No,5,Texas,yes,4,no,yes
563,5,4,No,Yes,5,Georgia,yes,3,no,yes
564,5,4,No,Yes,5,California,yes,3,no,yes
565,4,3,No,No,5,Connecticut,no,3,no,yes
566,4,3,Yes,Yes,5,California,yes,3,yes,yes
567,4,4,No,Yes,3,Colorado,yes,3,yes,NA
568,4,4,No,Yes,5,Texas,yes,4,no,yes
569,3,3,No,No,1,California,yes,3,yes,yes
570,5,5,Yes,No,5,Ohio,yes,4,no,yes
571,4,3,No,Yes,4,Illinois,yes,4,no,yes
572,5,2,No,No,5,South Carolina,yes,3,no,no
573,5,5,No,No,4,California,yes,3,yes,no
574,4,3,No,No,3,Colorado,no,3,no,yes
575,5,3,No,Yes,4,Minnesota,yes,3,no,yes
576,5,5,Yes,Yes,5,Nevada,yes,4,no,yes
577,5,2,No,Yes,5,Kansas,yes,3,yes,yes
578,4,2,No,Yes,4,South Carolina,yes,4,yes,yes
579,4,4,No,No,4,Florida,yes,4,no,yes
580,5,4,Yes,No,5,Texas,yes,4,no,yes
581,4,3,Yes,Yes,5,Nevada,yes,4,yes,yes
582,5,5,Yes,Yes,4,New York,yes,4,no,yes
583,5,4,No,No,4,Arizona,yes,4,no,yes
584,3,2,Yes,Yes,5,Arizona,yes,3,yes,yes
585,5,4,Yes,Yes,5,Michigan,yes,4,no,yes
586,NA,2,No,Yes,5,Utah,yes,3,no,yes
587,4,4,Yes,Yes,5,Texas,yes,3,no,yes
588,4,4,No,Yes,5,Nevada,yes,3,no,yes
589,4,3,Yes,No,4,California,yes,4,yes,yes
590,4,3,Yes,Yes,5,Florida,yes,4,no,yes
591,4,2,Yes,No,4,Mississippi,no,2,no,yes
592,2,5,No,Yes,5,Ohio,no,3,yes,NA
593,5,4,No,Yes,5,Illinois,yes,4,no,yes
594,5,3,No,Yes,5,Illinois,yes,4,no,yes
595,4,2,No,No,4,Illinois,yes,4,no,yes
596,4,2,Yes,No,3,California,yes,4,no,yes
597,5,2,Yes,No,NA,New York,yes,4,no,yes
598,4,4,Yes,No,4,Florida,yes,4,yes,yes
599,4,4,No,Yes,5,North Carolina,yes,3,no,yes
600,5,3,Yes,No,5,California,yes,4,no,yes
601,4,2,Yes,Yes,4,Colorado,yes,4,no,yes
602,4,2,Yes,Yes,5,South Carolina,yes,3,no,yes
603,5,4,No,Yes,5,Illinois,yes,4,no,yes
604,4,4,Yes,Yes,4,Massachusetts,yes,3,no,yes
605,4,4,Yes,No,4,Indiana,yes,4,no,yes
606,4,3,Yes,Yes,3,Vermont,yes,4,yes,yes
607,4,3,No,Yes,3,Pennsylvania,yes,4,no,yes
608,4,4,No,No,5,Pennsylvania,yes,4,no,yes
609,4,4,No,Yes,3,South Carolina,no,4,no,yes
610,5,4,Yes,Yes,4,Texas,yes,3,no,no
611,5,5,No,Yes,5,Texas,yes,4,no,yes
612,4,3,Yes,Yes,4,Illinois,yes,4,no,yes
613,4,4,Yes,Yes,3,Virginia,no,4,yes,yes
614,5,5,Yes,Yes,5,Texas,no,3,no,yes
615,2,2,Yes,Yes,3,Florida,yes,2,yes,yes
616,4,NA,Yes,Yes,4,Texas,yes,3,yes,no
617,4,4,Yes,Yes,5,Georgia,yes,4,no,yes
618,5,4,No,No,4,Florida,yes,4,no,yes
619,4,2,Yes,No,1,Washington,yes,4,no,yes
620,4,4,No,Yes,5,Colorado,yes,4,no,yes
621,4,3,Yes,No,NA,Missouri,yes,4,no,yes
622,4,4,No,Yes,5,Maryland,yes,4,no,yes
623,4,4,Yes,Yes,4,Tennessee,yes,3,yes,no
624,5,2,Yes,Yes,4,Georgia,yes,4,yes,no
625,5,3,No,Yes,5,California,no,4,no,yes
626,4,4,Yes,No,4,Texas,yes,4,yes,yes
627,4,3,Yes,Yes,4,Arizona,yes,3,no,yes
628,3,3,Yes,No,1,Tennessee,no,4,no,yes
629,5,4,Yes,No,4,Virginia,yes,4,no,yes
630,4,3,Yes,No,5,Virginia,yes,4,no,yes
631,4,4,No,Yes,5,New York,yes,4,yes,yes
632,4,2,No,Yes,4,Florida,yes,4,no,yes
633,5,4,Yes,Yes,4,California,yes,3,yes,yes
634,5,5,No,Yes,5,Georgia,yes,3,yes,yes
635,4,4,No,No,4,Massachusetts,no,4,no,no
636,5,4,No,No,4,Arizona,yes,4,no,NA
637,5,2,Yes,Yes,5,Virginia,yes,4,no,yes
638,4,2,Yes,Yes,5,Arkansas,yes,3,no,yes
639,4,3,Yes,Yes,4,Maryland,no,3,yes,yes
640,4,3,No,No,3,Illinois,yes,4,no,yes
641,5,3,No,No,5,Texas,yes,4,no,yes
642,5,5,Yes,Yes,5,North Carolina,yes,4,yes,yes
643,4,3,No,No,5,Arizona,yes,4,no,yes
644,5,4,No,Yes,5,Texas,yes,3,no,yes
645,4,4,Yes,No,5,Pennsylvania,yes,3,yes,yes
646,5,5,No,No,4,Texas,yes,3,no,yes
647,4,3,Yes,Yes,3,Indiana,yes,4,no,yes
648,5,4,Yes,No,5,Pennsylvania,no,3,no,yes
649,4,5,Yes,Yes,5,Virginia,yes,4,no,yes
650,5,4,No,Yes,5,Arizona,yes,4,no,yes
651,5,3,Yes,Yes,4,Michigan,yes,3,no,no
652,4,3,No,No,5,Connecticut,yes,3,yes,yes
653,4,2,Yes,Yes,4,Illinois,yes,4,no,yes
654,5,4,No,Yes,5,Indiana,yes,3,no,yes
655,5,4,No,Yes,5,Nevada,yes,4,yes,yes
656,2,2,Yes,No,1,New York,yes,4,yes,no
657,4,4,Yes,NA,NA,Missouri,yes,4,no,yes
658,3,4,No,Yes,5,Alaska,no,3,no,yes
659,4,5,Yes,Yes,5,Indiana,yes,3,no,yes
660,2,2,Yes,Yes,3,Connecticut,yes,4,no,yes
661,5,5,No,Yes,5,Pennsylvania,yes,4,no,yes
662,4,3,No,Yes,5,California,yes,3,yes,yes
663,5,4,Yes,Yes,5,California,yes,3,no,yes
664,4,4,No,Yes,5,Georgia,yes,3,no,yes
665,4,2,Yes,Yes,3,New York,no,3,yes,no
666,5,5,Yes,Yes,5,West Virginia,yes,4,yes,yes
667,5,4,Yes,Yes,4,California,no,3,no,yes
668,5,3,No,No,3,Texas,no,3,no,yes
669,5,2,Yes,Yes,4,Florida,yes,4,yes,yes
670,5,4,No,Yes,4,Missouri,yes,3,no,yes
671,4,4,Yes,Yes,4,California,no,3,yes,no
672,3,2,Yes,Yes,5,California,yes,4,no,yes
673,5,2,No,No,5,Arizona,yes,3,no,yes
674,4,3,Yes,Yes,4,Pennsylvania,yes,4,no,yes
675,5,4,No,No,5,Georgia,no,3,no,yes
676,5,5,No,Yes,5,Florida,yes,4,no,yes
677,4,3,No,Yes,4,Utah,yes,3,no,yes
678,4,4,No,No,5,Virginia,no,3,no,yes
679,4,3,No,Yes,4,Oregon,yes,3,no,yes
680,4,4,Yes,No,5,New Jersey,yes,3,yes,no
681,4,3,Yes,No,3,Oregon,yes,4,yes,yes
682,5,4,No,No,3,Hawaii,yes,3,yes,yes
683,3,2,No,No,4,Pennsylvania,yes,3,no,yes
684,4,2,Yes,Yes,3,Kansas,yes,3,yes,no
685,3,3,Yes,Yes,4,Minnesota,yes,4,no,yes
686,4,3,Yes,No,NA,Ohio,yes,4,yes,yes
687,4,3,Yes,Yes,5,Florida,yes,3,no,yes
688,5,5,Yes,No,1,Idaho,yes,3,no,yes
689,4,5,Yes,Yes,3,Missouri,yes,3,no,yes
690,4,3,Yes,Yes,4,Texas,no,3,yes,no
691,4,3,No,Yes,4,Florida,yes,4,no,yes
692,5,2,No,No,3,California,yes,3,no,yes
693,5,3,No,Yes,5,Missouri,yes,4,no,yes
694,4,4,No,Yes,5,Montana,yes,4,no,yes
695,3,3,Yes,Yes,5,Arizona,yes,4,no,yes
696,4,3,Yes,No,5,New Jersey,yes,4,yes,yes
697,5,2,No,No,1,Maryland,yes,4,no,yes
698,5,3,Yes,Yes,4,Virginia,no,3,no,yes
699,4,4,No,Yes,5,Minnesota,yes,3,yes,yes
700,4,4,Yes,Yes,4,Wisconsin,yes,4,no,yes
701,4,5,No,Yes,4,Idaho,yes,4,no,yes
702,5,2,Yes,Yes,5,Arizona,yes,3,yes,yes
703,4,3,No,Yes,5,Ohio,yes,3,no,yes
704,4,4,No,Yes,5,Nevada,no,4,yes,yes
705,4,3,Yes,Yes,3,Nevada,yes,3,yes,no
706,3,3,Yes,Yes,3,California,no,3,yes,yes
707,4,4,Yes,No,4,New York,no,3,no,yes
708,4,3,Yes,No,5,North Carolina,yes,3,yes,yes
709,5,2,Yes,Yes,4,Florida,no,2,no,yes
710,4,3,Yes,Yes,5,Alabama,yes,4,yes,no
711,4,4,No,No,1,Texas,yes,4,yes,no
712,2,2,Yes,Yes,5,Nevada,yes,4,yes,yes
713,4,2,No,Yes,3,California,yes,4,no,yes
714,4,3,No,Yes,5,Oregon,no,3,no,yes
715,5,4,No,Yes,4,California,yes,2,yes,yes
716,4,5,No,No,5,Oklahoma,yes,3,no,yes
717,5,4,Yes,Yes,5,Texas,yes,4,no,yes
718,4,3,Yes,Yes,4,Virginia,yes,3,no,yes
719,5,4,Yes,No,1,Colorado,yes,3,no,yes
720,4,3,No,Yes,1,Texas,yes,4,no,yes
721,4,3,No,Yes,3,Pennsylvania,yes,4,no,no
722,4,4,No,Yes,5,Florida,yes,3,yes,no
723,4,5,No,Yes,4,Michigan,yes,3,yes,yes
724,4,5,No,Yes,5,Texas,yes,3,no,yes
725,5,4,Yes,Yes,5,Maryland,no,3,yes,yes
726,5,5,Yes,Yes,5,Georgia,no,4,no,yes
727,4,4,No,Yes,5,Florida,yes,3,no,yes
728,4,4,Yes,No,5,Nebraska,yes,3,yes,NA
729,5,3,Yes,No,2,Michigan,yes,4,no,yes
730,4,3,No,Yes,1,New Jersey,no,4,no,yes
731,5,5,Yes,Yes,5,Wyoming,no,3,no,yes
732,5,4,Yes,No,4,Virginia,yes,3,no,yes
733,4,4,Yes,Yes,4,Maine,yes,4,no,yes
734,4,4,Yes,No,4,Massachusetts,yes,4,no,yes
735,4,4,No,No,5,Washington,yes,4,no,yes
736,4,4,No,No,5,Texas,yes,3,no,yes
737,5,3,No,No,5,New Mexico,yes,3,no,yes
738,4,4,Yes,Yes,5,Vermont,yes,4,no,yes
739,5,3,Yes,Yes,5,Iowa,yes,3,no,yes
740,4,2,No,No,3,Florida,yes,4,no,yes
741,4,5,Yes,No,4,Georgia,no,3,no,yes
742,5,4,Yes,Yes,5,Vermont,yes,4,yes,yes
743,4,4,Yes,No,3,California,yes,3,no,yes
744,NA,NA,NA,NA,3,Colorado,yes,3,yes,no
745,4,5,No,Yes,5,Wisconsin,yes,4,no,yes
746,4,3,Yes,Yes,NA,Pennsylvania,yes,3,no,yes
747,5,3,Yes,NA,5,North Carolina,yes,4,no,yes
748,4,3,No,No,5,Montana,yes,4,no,yes
749,4,2,Yes,No,5,Arizona,yes,4,yes,yes
750,5,3,Yes,Yes,5,Maryland,yes,4,no,yes
751,4,2,Yes,No,3,New York,yes,3,yes,no
752,4,3,No,Yes,5,North Carolina,yes,3,no,yes
753,5,3,No,No,4,Ohio,no,3,no,yes
754,5,5,No,No,4,California,yes,4,yes,no
755,4,4,Yes,Yes,5,Pennsylvania,yes,4,no,yes
756,5,5,Yes,No,5,North Carolina,yes,3,no,yes
757,4,3,Yes,Yes,4,Illinois,yes,4,no,yes
758,5,5,No,Yes,5,Michigan,yes,3,yes,yes
759,5,3,Yes,Yes,5,New York,yes,4,no,yes
760,5,3,No,Yes,5,Nebraska,yes,3,no,yes
761,4,4,No,Yes,5,Michigan,no,4,no,yes
762,4,4,Yes,Yes,5,New Hampshire,yes,4,no,yes
763,4,4,No,No,4,New York,yes,3,yes,no
764,4,4,No,Yes,5,North Carolina,yes,3,yes,yes
765,4,3,No,Yes,5,Louisiana,yes,4,no,yes
766,4,3,No,No,1,Texas,yes,4,no,yes
767,5,3,No,Yes,5,Florida,yes,4,no,yes
768,5,4,No,No,5,New York,yes,4,no,yes
769,NA,2,Yes,No,4,Florida,yes,3,yes,yes
770,5,3,Yes,No,5,New York,yes,4,no,yes
771,5,4,Yes,Yes,3,Georgia,no,3,no,yes
772,3,3,Yes,Yes,4,Michigan,yes,4,yes,no
773,3,3,Yes,No,4,Michigan,yes,3,no,yes
774,5,4,No,Yes,5,New York,yes,4,no,yes
775,5,5,No,Yes,4,Illinois,yes,3,no,yes
776,4,3,No,Yes,4,Pennsylvania,yes,4,no,yes
777,5,3,Yes,Yes,5,Ohio,yes,4,no,yes
778,4,4,Yes,Yes,2,New York,yes,3,no,yes
779,4,4,Yes,Yes,5,New York,no,3,no,yes
780,4,3,Yes,Yes,5,Missouri,yes,3,no,yes
781,5,4,Yes,Yes,3,New York,no,3,yes,no
782,5,3,Yes,Yes,5,South Carolina,yes,3,no,yes
783,5,4,No,NA,NA,Virginia,yes,4,no,yes
784,5,4,Yes,Yes,5,Tennessee,yes,4,no,yes
785,4,3,Yes,Yes,4,Texas,no,3,no,no
786,4,4,Yes,Yes,3,California,yes,4,no,yes
787,5,4,Yes,Yes,5,Wisconsin,yes,3,no,yes
788,4,3,Yes,No,4,Pennsylvania,yes,4,yes,yes
789,5,3,Yes,NA,5,Wisconsin,yes,4,no,yes
790,4,4,No,No,1,Oklahoma,yes,4,no,yes
791,5,4,No,No,5,Texas,yes,4,no,yes
792,4,3,Yes,No,4,Minnesota,yes,4,no,yes
793,4,5,Yes,Yes,3,Oregon,yes,3,no,yes
794,4,4,No,Yes,5,Illinois,yes,4,no,yes
795,5,5,No,No,5,Wisconsin,yes,4,no,yes
796,5,3,Yes,No,5,Illinois,no,3,no,yes
797,4,3,Yes,Yes,3,Vermont,yes,3,yes,yes
798,5,4,No,No,4,Colorado,yes,4,no,yes
799,4,4,No,Yes,5,Florida,yes,4,no,yes
800,3,3,Yes,No,2,Washington,yes,4,yes,yes
801,5,3,Yes,Yes,1,Indiana,yes,4,no,yes
802,4,4,No,Yes,5,California,yes,4,no,yes
803,2,2,No,No,3,Kansas,no,3,yes,yes
804,4,4,Yes,Yes,5,New York,yes,4,no,no
805,5,4,Yes,Yes,5,Nevada,yes,3,no,yes
806,5,5,Yes,Yes,5,New York,yes,3,no,yes
807,5,5,No,Yes,5,Ohio,yes,3,no,yes
808,5,4,No,No,4,Illinois,yes,4,no,yes
809,5,3,No,No,4,Pennsylvania,yes,3,yes,no
810,5,3,No,No,1,Minnesota,yes,4,no,yes
811,5,4,Yes,Yes,5,Pennsylvania,yes,4,no,yes
812,5,5,No,No,5,New York,no,3,no,yes
813,4,3,No,No,4,Pennsylvania,yes,3,yes,yes
814,4,4,Yes,Yes,5,New York,yes,4,no,yes
815,4,3,Yes,Yes,5,Maine,yes,3,no,yes
816,3,3,Yes,Yes,5,Georgia,yes,4,yes,yes
817,NA,2,No,Yes,4,Georgia,yes,4,no,yes
