id,masculine,see_as_masculine,society_pressure_is_bad,first_move,try_pay_date,state,white,age_range,kids,straight
1219,3,4,Yes,Yes,4,Florida,no,3,yes,no
1220,4,4,Yes,No,5,Texas,no,3,no,yes
1221,4,4,Yes,Yes,5,Florida,yes,3,no,yes
1222,4,5,Yes,Yes,3,New York,yes,3,yes,no
1223,5,2,Yes,No,1,Virginia,yes,3,yes,yes
1224,5,5,No,Yes,5,Alabama,yes,3,no,yes
1225,5,5,Yes,Yes,3,Florida,yes,3,no,yes
1226,4,5,No,No,5,Connecticut,no,3,no,yes
1227,5,5,Yes,Yes,1,Illinois,yes,3,no,yes
1228,4,3,Yes,Yes,5,Florida,yes,3,no,yes
1229,5,4,Yes,No,5,Texas,yes,3,no,yes
1230,2,2,No,No,3,Nevada,no,3,NA,NA
1231,5,3,No,No,3,Nebraska,yes,3,no,yes
1232,5,3,Yes,Yes,4,North Carolina,yes,3,yes,yes
1233,5,2,No,Yes,4,Wisconsin,yes,3,yes,yes
1234,4,4,Yes,No,5,North Carolina,yes,3,no,yes
1235,5,4,Yes,Yes,4,California,yes,3,no,yes
1236,5,5,No,No,4,New York,no,3,no,yes
1237,4,3,Yes,Yes,4,California,yes,3,no,yes
1238,4,2,Yes,Yes,4,California,no,3,no,yes
1239,3,4,Yes,Yes,5,Washington,yes,3,no,yes
1240,4,4,No,Yes,5,Washington,yes,3,yes,yes
1241,4,4,Yes,No,5,Georgia,yes,3,no,yes
1242,4,4,No,Yes,5,Washington,yes,3,yes,yes
1243,3,4,Yes,Yes,4,Georgia,yes,3,no,yes
1244,5,4,Yes,No,4,New Jersey,yes,3,yes,NA
1245,5,2,No,No,4,Connecticut,yes,3,no,yes
1246,5,4,No,Yes,5,Iowa,yes,3,no,yes
1247,5,5,No,No,1,North Carolina,yes,3,no,yes
1248,4,4,No,Yes,4,Pennsylvania,yes,3,yes,yes
1249,4,4,Yes,Yes,3,New Jersey,yes,3,yes,yes
1250,3,3,Yes,Yes,3,South Carolina,yes,3,yes,yes
1251,4,4,Yes,Yes,5,Maine,yes,3,no,yes
1252,4,3,No,No,5,Illinois,yes,3,yes,yes
1253,5,2,Yes,Yes,5,North Carolina,no,3,no,yes
1254,4,4,No,Yes,5,North Carolina,yes,3,no,yes
1255,4,4,No,Yes,4,Wisconsin,yes,3,no,yes
1256,4,4,Yes,Yes,5,New Mexico,yes,3,yes,no
1257,5,2,Yes,Yes,4,Minnesota,yes,3,no,yes
1258,5,4,Yes,Yes,4,Florida,yes,3,yes,yes
1259,4,4,Yes,No,4,Maryland,yes,3,yes,yes
1260,5,3,No,Yes,5,Connecticut,yes,3,yes,yes
1261,5,3,Yes,Yes,4,Missouri,yes,3,yes,yes
1262,5,3,No,Yes,4,Minnesota,yes,3,no,yes
1263,4,5,Yes,Yes,4,Florida,no,3,no,yes
1264,4,3,Yes,Yes,5,Ohio,no,3,no,yes
1265,4,3,No,Yes,5,Pennsylvania,yes,3,no,yes
1266,3,4,No,Yes,5,Maryland,yes,3,yes,yes
1267,5,5,No,No,4,Kentucky,yes,3,no,yes
1268,4,3,No,No,4,Florida,yes,4,no,yes
1269,4,3,Yes,Yes,5,Massachusetts,yes,3,no,yes
1270,4,3,Yes,Yes,5,Florida,yes,3,no,yes
1271,5,2,Yes,Yes,5,Georgia,yes,3,no,yes
1272,4,3,Yes,Yes,4,Utah,yes,3,yes,yes
1273,4,3,Yes,No,3,New Jersey,yes,3,no,yes
1274,3,4,Yes,No,4,Kentucky,yes,3,no,yes
1275,4,5,Yes,Yes,5,Kansas,yes,3,no,yes
1276,5,3,No,Yes,5,Oregon,yes,3,yes,yes
1277,5,2,Yes,Yes,5,Florida,yes,3,no,yes
1278,5,5,No,No,4,Pennsylvania,yes,3,no,yes
1279,4,4,Yes,Yes,4,Pennsylvania,yes,2,yes,yes
1280,4,4,No,Yes,4,South Carolina,yes,2,yes,yes
1281,4,4,Yes,Yes,5,Iowa,yes,3,no,yes
1282,4,4,Yes,Yes,NA,Texas,yes,2,yes,NA
1283,4,4,No,No,3,Illinois,no,3,no,yes
1284,5,5,Yes,Yes,5,New Mexico,yes,2,no,NA
1285,5,5,Yes,No,5,Texas,no,3,no,yes
1286,5,5,Yes,Yes,3,Louisiana,no,2,no,yes
1287,4,4,No,Yes,5,Virginia,yes,4,no,yes
1288,4,4,Yes,Yes,5,New York,no,3,no,yes
1289,NA,NA,NA,Yes,4,Kansas,no,3,no,yes
1290,5,4,No,No,5,Indiana,yes,3,no,yes
1291,4,4,Yes,Yes,3,Utah,yes,2,yes,yes
1292,5,4,Yes,Yes,5,Illinois,yes,3,no,yes
1293,5,4,No,No,5,Michigan,yes,3,no,yes
1294,4,4,Yes,No,5,Illinois,yes,3,yes,yes
1295,5,4,Yes,Yes,3,Maine,yes,3,yes,yes
1296,4,4,Yes,Yes,4,Ohio,yes,2,yes,yes
1297,4,3,Yes,Yes,2,Washington,yes,3,yes,yes
1298,3,4,Yes,No,5,Florida,yes,3,no,yes
1299,5,5,Yes,No,5,Wisconsin,yes,3,no,yes
1300,5,3,No,No,4,Nebraska,yes,3,yes,NA
1301,5,5,Yes,Yes,5,New Jersey,no,3,yes,yes
1302,4,3,No,Yes,3,New York,yes,3,no,yes
1303,5,5,Yes,No,4,Illinois,no,3,no,yes
1304,3,5,Yes,No,4,Indiana,no,4,yes,NA
1305,5,4,Yes,Yes,5,Oklahoma,yes,3,yes,yes
1306,5,5,No,Yes,3,Florida,no,3,yes,yes
1307,4,4,Yes,Yes,4,Utah,yes,3,yes,yes
1308,4,3,Yes,Yes,4,Colorado,yes,3,yes,yes
1309,5,4,Yes,Yes,4,Texas,no,3,no,yes
1310,4,4,No,Yes,4,Iowa,yes,3,no,yes
1311,5,4,No,Yes,5,Washington,yes,3,no,yes
1312,4,4,Yes,Yes,5,Indiana,yes,3,no,yes
1313,5,5,Yes,Yes,5,Florida,no,3,no,yes
1314,5,4,Yes,No,5,Oregon,yes,3,no,yes
1315,5,5,No,Yes,5,Tennessee,yes,3,no,yes
1316,3,4,Yes,Yes,5,Texas,yes,2,yes,yes
1317,4,3,Yes,Yes,4,Illinois,yes,2,yes,yes
1318,5,5,No,NA,5,West Virginia,yes,3,yes,yes
1319,4,3,No,No,1,Georgia,yes,3,yes,yes
1320,4,4,Yes,Yes,4,Virginia,yes,3,no,yes
1321,5,2,No,Yes,5,New York,yes,3,no,yes
1322,5,3,Yes,No,3,Wisconsin,yes,3,no,yes
1323,5,3,Yes,No,5,New Mexico,no,3,yes,yes
1324,5,2,Yes,Yes,5,Illinois,yes,4,no,yes
1325,4,3,Yes,Yes,3,New York,yes,3,yes,no
1326,2,3,Yes,No,1,North Carolina,no,3,no,yes
1327,4,3,No,No,5,California,no,3,no,yes
1328,4,4,No,No,5,Nevada,yes,3,no,yes
1329,5,2,Yes,No,5,California,no,3,no,yes
1330,5,5,Yes,Yes,4,Texas,yes,3,yes,yes
1331,4,3,Yes,Yes,4,Arizona,yes,3,yes,no
1332,5,3,No,Yes,4,Illinois,yes,2,yes,yes
1333,4,3,Yes,No,2,New York,yes,3,yes,no
1334,4,5,Yes,Yes,4,Wisconsin,yes,3,no,yes
1335,5,4,Yes,No,5,Colorado,yes,3,yes,yes
1336,5,3,Yes,No,4,New Jersey,yes,3,no,no
1337,5,4,Yes,No,3,Illinois,yes,3,yes,yes
1338,4,3,No,Yes,5,Florida,no,3,no,yes
1339,5,4,Yes,Yes,4,New York,yes,3,yes,yes
1340,4,4,No,Yes,4,Minnesota,yes,3,no,yes
1341,4,3,Yes,Yes,4,Maryland,yes,2,yes,yes
1342,5,4,Yes,No,5,Utah,yes,3,no,yes
1343,4,3,No,Yes,3,Washington,yes,3,yes,no
1344,4,4,Yes,Yes,5,West Virginia,yes,3,no,yes
1345,5,4,Yes,Yes,3,Pennsylvania,no,4,no,yes
1346,4,3,Yes,Yes,4,North Carolina,yes,3,yes,yes
1347,NA,NA,NA,NA,NA,California,yes,3,no,yes
1348,NA,NA,NA,NA,NA,Illinois,no,3,NA,NA
1349,4,5,Yes,Yes,4,New York,no,3,yes,NA
1350,5,4,Yes,Yes,5,Florida,yes,4,no,yes
1351,5,2,Yes,No,5,Texas,no,3,no,yes
1352,4,4,Yes,Yes,4,Texas,no,3,no,yes
1353,4,3,No,Yes,5,New York,yes,3,no,yes
1354,4,3,Yes,Yes,5,Wyoming,yes,2,yes,yes
1355,5,4,Yes,No,1,Colorado,yes,2,yes,yes
1356,4,3,Yes,Yes,5,Illinois,yes,3,yes,yes
1357,4,4,Yes,Yes,5,Louisiana,yes,3,no,yes
1358,4,2,Yes,Yes,5,Illinois,yes,3,no,yes
1359,4,2,Yes,Yes,5,Connecticut,yes,3,yes,yes
1360,4,4,No,No,5,Nebraska,yes,3,no,yes
1361,5,4,NA,Yes,4,Illinois,yes,3,no,yes
1362,5,2,No,Yes,5,California,no,3,no,yes
1363,5,4,Yes,Yes,5,Georgia,yes,3,no,yes
1364,2,2,No,Yes,3,Arkansas,no,2,yes,no
1365,5,2,Yes,No,5,New York,yes,3,no,yes
1366,4,4,Yes,Yes,5,Iowa,yes,2,no,yes
1367,4,4,Yes,Yes,5,South Carolina,yes,2,yes,yes
1368,5,2,Yes,Yes,5,California,yes,3,no,yes
1369,4,3,Yes,No,3,Louisiana,yes,3,no,yes
1370,5,3,No,Yes,1,New Mexico,no,2,no,yes
1371,3,2,Yes,No,3,Colorado,yes,2,yes,NA
1372,5,3,Yes,Yes,5,Oklahoma,yes,3,no,yes
1373,5,4,Yes,Yes,4,California,yes,3,no,yes
1374,5,3,No,Yes,3,Pennsylvania,yes,3,no,yes
1375,2,2,No,No,1,Texas,no,3,yes,yes
1376,4,3,No,No,3,Texas,no,3,no,yes
1377,4,3,Yes,Yes,5,Texas,yes,3,yes,yes
1378,5,2,Yes,No,4,Minnesota,no,3,yes,yes
1379,5,4,No,No,4,Alabama,yes,3,no,yes
1380,4,2,Yes,No,3,Florida,yes,4,yes,no
1381,4,3,No,Yes,4,California,no,2,yes,yes
1382,4,2,No,No,3,Alabama,no,2,no,NA
1383,5,3,Yes,No,4,Michigan,yes,3,NA,no
1384,4,3,Yes,Yes,5,New Jersey,yes,3,NA,yes
1385,2,3,No,Yes,5,Kentucky,yes,3,yes,yes
1386,5,4,Yes,Yes,4,Maryland,no,3,yes,yes
1387,5,4,Yes,Yes,5,Texas,no,3,no,yes
1388,5,5,No,Yes,4,Illinois,yes,4,no,yes
1389,5,5,Yes,Yes,5,North Carolina,no,3,no,yes
1390,5,2,Yes,No,4,Oregon,yes,3,yes,yes
1391,5,3,Yes,Yes,3,Texas,yes,3,yes,yes
1392,4,4,Yes,Yes,4,New Jersey,no,3,yes,yes
1393,4,3,No,Yes,5,California,yes,3,no,yes
1394,4,4,Yes,No,4,Wisconsin,yes,3,yes,no
1395,5,3,Yes,Yes,4,Utah,yes,2,no,yes
1396,5,3,No,Yes,4,Nevada,yes,4,no,yes
1397,5,5,Yes,No,5,Tennessee,yes,3,no,yes
1398,4,4,Yes,Yes,5,Missouri,yes,3,no,yes
1399,3,2,Yes,No,5,Florida,no,3,no,yes
1400,4,4,Yes,Yes,4,Maryland,yes,3,no,yes
1401,4,4,No,Yes,3,Illinois,yes,3,no,yes
1402,5,5,No,Yes,5,Texas,yes,3,no,yes
1403,5,4,No,Yes,5,South Carolina,yes,3,no,yes
1404,4,3,Yes,Yes,4,California,no,2,yes,no
1405,5,4,Yes,No,1,Indiana,yes,3,yes,yes
1406,5,4,No,Yes,4,Mississippi,yes,3,no,yes
1407,5,2,Yes,No,5,Ohio,yes,3,no,yes
1408,4,3,Yes,No,3,Wisconsin,yes,3,yes,no
1409,5,4,Yes,No,4,Texas,yes,3,no,yes
1410,2,2,No,No,4,Connecticut,yes,4,no,no
1411,4,3,Yes,Yes,5,Illinois,yes,3,no,yes
1412,4,4,Yes,Yes,4,Texas,yes,3,no,yes
1413,4,4,Yes,Yes,4,Indiana,yes,3,no,yes
1414,5,4,No,No,5,Texas,yes,4,no,yes
1415,4,4,Yes,Yes,5,Texas,yes,4,no,yes
1416,5,5,Yes,Yes,5,Arizona,yes,3,no,no
1417,4,4,Yes,No,4,North Carolina,yes,3,yes,yes
1418,4,2,No,Yes,5,Texas,yes,4,no,yes
1419,4,3,Yes,Yes,5,Ohio,yes,3,no,no
1420,5,3,Yes,No,4,Illinois,yes,3,no,yes
1421,4,3,Yes,No,4,Arizona,no,3,yes,yes
1422,4,4,Yes,No,5,New Jersey,yes,3,no,yes
1423,4,3,Yes,No,3,Missouri,yes,2,yes,no
1424,4,4,Yes,No,3,South Carolina,yes,3,no,yes
1425,4,2,Yes,No,5,Illinois,yes,4,no,yes
1426,4,3,Yes,Yes,4,Connecticut,yes,2,yes,yes
1427,4,3,Yes,No,4,Indiana,yes,3,yes,yes
1428,5,2,No,No,5,Colorado,yes,3,no,yes
1429,5,5,Yes,Yes,4,Nevada,no,3,no,yes
1430,5,4,Yes,No,4,Georgia,no,3,no,yes
1431,4,4,Yes,Yes,5,Illinois,yes,4,no,yes
1432,5,5,Yes,Yes,5,South Carolina,no,3,no,yes
1433,5,5,NA,Yes,5,Massachusetts,yes,2,yes,yes
1434,5,5,Yes,No,5,California,no,3,no,yes
1435,3,3,Yes,No,4,Alaska,yes,3,no,yes
1436,4,4,Yes,Yes,3,Wisconsin,yes,3,yes,yes
1437,5,5,Yes,Yes,4,California,no,3,yes,yes
1438,3,3,Yes,No,3,Michigan,yes,3,no,no
1439,4,4,Yes,No,5,Texas,yes,3,no,yes
1440,4,3,Yes,Yes,4,North Carolina,yes,4,yes,yes
1441,4,3,Yes,Yes,3,California,yes,3,no,yes
1442,4,3,No,No,4,Illinois,yes,3,no,yes
1443,4,3,No,No,5,Texas,yes,3,yes,yes
1444,4,4,Yes,No,3,New Jersey,no,3,yes,no
1445,5,3,Yes,Yes,3,California,yes,2,yes,no
1446,4,3,Yes,Yes,3,Texas,yes,3,no,yes
1447,2,2,Yes,No,1,Maine,yes,2,yes,yes
1448,5,3,Yes,No,1,Pennsylvania,yes,3,yes,yes
1449,4,5,No,No,5,Michigan,yes,4,no,yes
1450,5,4,No,Yes,5,Alabama,yes,3,no,yes
1451,4,4,No,Yes,5,Pennsylvania,yes,4,no,yes
1452,4,4,No,Yes,4,Colorado,yes,3,yes,yes
1453,5,3,No,No,5,California,yes,3,no,yes
1454,4,3,Yes,Yes,5,Wisconsin,no,3,no,yes
1455,5,4,Yes,Yes,4,California,yes,2,yes,yes
1456,4,4,Yes,Yes,5,Pennsylvania,no,3,yes,yes
1457,5,5,No,No,1,Pennsylvania,no,2,yes,NA
1458,3,4,Yes,Yes,5,Colorado,yes,3,yes,yes
1459,3,3,No,No,1,California,yes,3,no,yes
1460,4,3,No,Yes,4,Wisconsin,yes,3,no,yes
1461,5,2,Yes,Yes,5,Texas,yes,3,yes,yes
1462,3,4,Yes,Yes,4,California,yes,2,yes,yes
1463,5,3,No,Yes,4,Minnesota,yes,2,yes,yes
1464,4,2,Yes,Yes,4,Indiana,yes,2,yes,yes
1465,5,3,Yes,Yes,5,Minnesota,yes,3,no,yes
1466,5,4,No,Yes,4,Massachusetts,yes,3,yes,yes
1467,4,3,Yes,Yes,4,Wisconsin,yes,2,yes,yes
1468,5,5,Yes,Yes,5,Massachusetts,yes,3,no,yes
1469,3,3,Yes,Yes,4,Arizona,yes,3,yes,yes
1470,4,4,Yes,Yes,5,Texas,yes,3,no,yes
1471,4,3,Yes,Yes,4,Washington,no,3,no,yes
1472,5,5,Yes,Yes,4,Michigan,yes,3,no,yes
1473,5,3,Yes,Yes,5,Arizona,yes,4,no,yes
1474,5,4,No,Yes,5,New Mexico,yes,4,no,yes
1475,4,4,No,Yes,5,Kansas,yes,3,yes,yes
1476,4,4,No,Yes,5,Colorado,no,3,no,yes
1477,5,5,Yes,Yes,5,Indiana,yes,3,no,yes
1478,5,4,Yes,No,3,Arkansas,yes,2,yes,no
1479,4,4,Yes,Yes,5,Florida,yes,3,no,yes
1480,4,4,Yes,No,5,New York,yes,3,no,yes
1481,4,3,Yes,No,4,Maryland,yes,3,no,yes
1482,2,2,No,No,3,Florida,no,4,yes,yes
1483,4,3,No,No,4,Virginia,no,3,yes,yes
1484,4,5,Yes,Yes,5,Iowa,yes,3,yes,yes
1485,3,2,Yes,Yes,3,Washington,yes,3,no,yes
1486,5,3,No,No,5,Florida,yes,3,yes,yes
1487,4,2,Yes,Yes,NA,Michigan,yes,2,yes,yes
1488,5,5,Yes,Yes,5,California,no,2,yes,no
1489,4,3,Yes,Yes,5,Florida,yes,3,no,yes
1490,4,4,Yes,Yes,5,California,yes,3,no,yes
1491,4,4,Yes,Yes,4,Kansas,yes,3,no,yes
1492,4,4,No,Yes,4,Michigan,yes,3,no,yes
1493,3,4,Yes,No,3,North Carolina,yes,2,yes,no
1494,5,3,No,No,5,Wisconsin,yes,3,yes,yes
1495,5,3,No,Yes,5,Virginia,yes,3,no,yes
1496,4,2,No,No,3,Illinois,yes,3,yes,no
1497,3,2,Yes,No,4,Texas,no,2,yes,yes
1498,4,4,Yes,Yes,1,Virginia,yes,3,yes,yes
1499,5,3,Yes,Yes,5,North Carolina,yes,3,no,yes
1500,3,3,Yes,Yes,5,New Jersey,yes,4,yes,yes
1501,4,4,Yes,Yes,3,Florida,yes,3,no,yes
1502,4,4,Yes,Yes,5,North Carolina,yes,3,no,no
1503,4,3,Yes,Yes,4,Ohio,yes,3,no,yes
1504,5,3,Yes,No,4,Florida,yes,3,no,yes
1505,4,2,No,No,4,South Carolina,yes,3,yes,no
1506,4,4,Yes,No,5,Virginia,yes,3,no,yes
1507,4,3,Yes,Yes,5,New York,yes,3,no,yes
1508,3,3,No,No,3,Michigan,yes,3,no,yes
1509,2,2,Yes,No,1,Kentucky,yes,4,no,yes
1510,5,5,Yes,Yes,3,Wisconsin,yes,4,no,yes
1511,3,3,Yes,Yes,5,Virginia,yes,4,no,yes
1512,4,5,No,Yes,4,Minnesota,yes,4,no,yes
1513,4,4,No,Yes,5,Ohio,yes,3,no,yes
1514,5,5,No,No,3,New York,no,3,no,yes
1515,4,4,Yes,Yes,5,North Carolina,yes,2,yes,yes
1516,4,3,Yes,Yes,2,Maryland,yes,3,yes,yes
1517,5,4,Yes,No,5,Ohio,no,2,yes,yes
1518,5,4,No,Yes,5,Ohio,yes,3,no,NA
1519,4,4,Yes,Yes,3,California,yes,4,no,yes
1520,5,5,Yes,Yes,4,Missouri,yes,3,no,yes
1521,4,5,No,Yes,5,Wyoming,yes,3,yes,yes
1522,5,5,Yes,Yes,5,Illinois,yes,3,yes,yes
1523,5,3,Yes,Yes,5,North Carolina,yes,4,no,yes
1524,4,3,No,No,5,Wisconsin,yes,3,no,yes
1525,4,4,Yes,No,2,Connecticut,yes,4,no,no
1526,3,3,No,Yes,4,California,yes,4,no,no
1527,4,4,No,Yes,5,Ohio,yes,4,no,yes
1528,5,3,No,No,3,Florida,yes,3,yes,yes
1529,5,5,Yes,Yes,4,Wyoming,yes,2,yes,yes
1530,5,3,Yes,Yes,5,Illinois,yes,3,yes,yes
1531,4,2,Yes,No,4,Michigan,yes,3,no,yes
1532,5,3,No,No,3,Ohio,yes,4,no,yes
1533,5,4,No,Yes,5,Michigan,yes,4,yes,yes
1534,4,3,Yes,Yes,4,Michigan,yes,3,no,yes
1535,3,NA,Yes,Yes,3,Arizona,yes,3,yes,no
1536,4,3,Yes,Yes,4,Texas,yes,3,yes,yes
1537,4,3,No,No,1,Illinois,yes,2,yes,yes
1538,4,4,Yes,Yes,5,Alabama,yes,3,no,yes
1539,5,5,Yes,No,5,Ohio,yes,4,no,yes
1540,4,3,Yes,Yes,4,New York,no,3,yes,yes
1541,4,3,Yes,Yes,5,Texas,no,3,yes,yes
1542,4,3,Yes,Yes,5,Texas,yes,3,no,yes
1543,4,2,Yes,Yes,3,New York,no,2,yes,yes
1544,5,3,Yes,Yes,5,California,yes,4,no,yes
1545,4,3,Yes,No,5,Ohio,yes,3,no,yes
1546,4,4,Yes,Yes,4,Iowa,yes,4,no,yes
1547,4,3,Yes,No,3,Minnesota,yes,4,no,yes
1548,4,3,Yes,No,5,California,no,3,no,yes
1549,4,4,Yes,NA,NA,Washington,yes,4,yes,yes
1550,4,4,No,Yes,4,New Jersey,no,3,yes,yes
1551,5,4,No,Yes,5,Illinois,yes,3,no,yes
1552,5,4,No,No,4,New Mexico,yes,4,no,yes
1553,4,3,Yes,No,3,Minnesota,yes,4,yes,yes
1554,5,4,No,Yes,4,California,no,3,yes,yes
1555,4,5,Yes,Yes,5,Tennessee,yes,3,no,yes
1556,4,3,Yes,Yes,4,Georgia,yes,3,no,yes
1557,4,3,Yes,No,3,New York,yes,2,yes,no
1558,5,4,Yes,Yes,3,California,no,3,no,yes
1559,4,3,No,Yes,4,Texas,yes,3,no,yes
1560,4,4,Yes,Yes,5,Pennsylvania,yes,2,yes,yes
1561,4,3,No,No,5,Illinois,yes,3,no,yes
1562,4,4,No,Yes,4,Virginia,yes,3,no,yes
1563,4,2,Yes,No,3,California,yes,3,no,yes
1564,4,3,No,Yes,4,Arizona,yes,3,yes,yes
1565,4,2,Yes,No,3,Minnesota,yes,2,yes,yes
1566,3,3,Yes,No,3,California,no,2,yes,no
1567,4,4,Yes,Yes,5,Pennsylvania,yes,3,yes,yes
1568,4,3,Yes,Yes,3,Ohio,yes,2,yes,NA
1569,5,4,Yes,Yes,4,Washington,no,2,yes,yes
1570,4,4,Yes,Yes,5,Texas,yes,3,no,yes
1571,4,3,Yes,No,5,Arizona,yes,3,no,yes
1572,2,4,No,Yes,5,North Carolina,yes,2,no,yes
1573,5,4,Yes,No,1,North Dakota,yes,3,yes,no
1574,4,4,Yes,Yes,4,California,no,3,no,yes
1575,5,2,No,Yes,5,Georgia,no,3,no,yes
1576,5,5,No,Yes,4,Hawaii,yes,3,yes,no
1577,5,4,Yes,Yes,5,Illinois,no,3,yes,yes
1578,4,3,Yes,No,5,Washington,no,3,no,yes
1579,3,5,Yes,Yes,5,Texas,yes,3,no,no
1580,4,4,Yes,Yes,5,California,no,3,no,yes
1581,3,3,Yes,Yes,5,New Mexico,yes,3,yes,yes
1582,5,4,No,No,4,Oregon,yes,3,no,yes
1583,5,3,No,No,5,California,yes,3,no,yes
1584,5,2,No,Yes,5,Utah,yes,3,no,yes
1585,2,2,No,No,1,Alabama,no,2,no,yes
1586,3,3,Yes,Yes,2,Kentucky,yes,2,yes,yes
1587,5,2,Yes,Yes,3,Wisconsin,no,3,no,yes
1588,4,4,Yes,No,3,California,yes,3,yes,no
1589,4,4,Yes,Yes,5,Michigan,yes,3,yes,yes
1590,5,2,Yes,Yes,4,Oregon,yes,3,yes,yes
1591,3,3,Yes,Yes,5,Oklahoma,yes,3,no,yes
1592,5,5,Yes,Yes,3,Connecticut,no,2,yes,yes
1593,4,4,Yes,No,4,Florida,no,3,yes,no
1594,5,5,Yes,Yes,5,Illinois,yes,2,yes,NA
1595,4,3,Yes,Yes,4,Ohio,yes,3,yes,yes
1596,4,4,Yes,Yes,5,North Carolina,yes,2,no,yes
1597,4,4,Yes,No,3,Maryland,yes,2,yes,NA
1598,4,3,Yes,Yes,4,North Carolina,yes,2,yes,yes
1599,5,4,No,Yes,5,Virginia,no,3,no,yes
1600,4,4,Yes,Yes,5,Wisconsin,yes,3,no,yes
1601,4,3,No,No,5,New Jersey,yes,3,no,yes
1602,5,5,No,Yes,5,Florida,no,3,yes,yes
1603,4,4,No,Yes,4,Georgia,yes,2,yes,yes
1604,5,3,Yes,Yes,5,Washington,yes,3,no,yes
1605,4,4,Yes,Yes,3,Oregon,no,3,yes,yes
1606,5,5,Yes,Yes,5,Indiana,yes,2,no,yes
1607,5,2,No,Yes,5,New York,yes,2,yes,yes
1608,5,4,Yes,Yes,5,Alaska,no,4,no,yes
1609,3,3,No,Yes,3,Massachusetts,yes,3,yes,no
1610,5,2,Yes,Yes,1,Arizona,yes,3,no,yes
1611,3,2,Yes,No,1,Missouri,yes,2,yes,yes
1612,5,5,Yes,Yes,5,Colorado,no,3,no,yes
1613,4,4,Yes,Yes,5,Georgia,yes,3,no,yes
1614,4,4,Yes,Yes,5,New Mexico,yes,2,yes,yes
1615,5,2,No,Yes,5,New York,yes,2,yes,yes